id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128,feature129,feature130,feature131,feature132,feature133,feature134,feature135,feature136,feature137,feature138,feature139,feature140,feature141,feature142,feature143,feature144,feature145,feature146,feature147,feature148,feature149,feature150,feature151,feature152,feature153,feature154,feature155,feature156,feature157,feature158,feature159,feature160,feature161,feature162,feature163,feature164,feature165,feature166,feature167,feature168,feature169,feature170,feature171,feature172,feature173,feature174,feature175,feature176,feature177,feature178,feature179,feature180,feature181,feature182,feature183,feature184,feature185,feature186,feature187,feature188,feature189,feature190,feature191,feature192,feature193,feature194,feature195,feature196,feature197,feature198,feature199
37,4.648,4.759,4.738,4.721,4.41,4.515,4.675,7.888,4.653,4.415,39733.163,39936.219,39612.853,39905.188,42212.603,76716.694,80121.84,76921.006,77267.264,79204.053,115661.862,114365.79,113736.391,117231.764,113750.404,113883.9,113739.313,113868.344,114222.083,114161.158,150905.875,155567.722,154701.082,151168.499,151004.149,188283.311,188327.526,188065.831,188174.798,188352.594,226362.809,226523.744,225204.639,225458.693,225442.886,262419.888,262078.642,262412.779,262205.15,262925.766,300533.201,299160.728,299107.606,299287.997,299704.512,299297.014,299284.928,299406,299388.59,300262.985,336035.032,336418.9,336331.68,336339.115,336338.749,373360.588,373159.617,373550.535,372876.55,373444.324,410399.425,410415.69,409621.162,410326.838,410261.221,447441.97,447383.658,447202.617,446851.832,446978.241,483976.943,484356.44,484302.993,484382.445,484355.039,521243.034,521336.559,521183.058,521096.927,521261.65,521433.254,521402.941,521421.262,521383.115,521375.975,558343.513,558239.641,558456.312,558388.044,558380.767,558367.148,558105.191,558375.264,558210.958,558368.731,595370.633,595430.025,595492.703,595493.532,595399.442,595542.337,595394.944,595354.731,595317.643,595179.453,632431.406,632358.998,632540.881,632491.276,632555.86,669200.2,669363.064,669504.544,669473.238,669596.917,706297.936,706440.096,706460.559,706051.589,706456.667,743467.83,743427.97,743570.963,743543.648,743583.695,780444.588,780380.064,780609.081,780536.889,780418.605,817338.7,817327.404,817362.626,817715.834,817477.914,854432.762,854440.916,854445.589,854439.533,854447.761,891442.393,891421.412,891424.422,891431.676,891372.562,928501.248,928034.16,928079.374,928118.076,928159.106,965078.184,965372.688,965236.123,965322.766,965455.751,965509.966,965404.302,965166.076,965093.356,965236.692,1002381.749,1002366.25,1002351.855,1002445.837,1002356.54,1039364.626,1039369.16,1039472.227,1039261.292,1039421.194,1039699.241,1039509.543,1039477.537,1039221.38,1039342.054,1076247.775,1076381.434,1076389.823,1076374.734,1076468.889,1113488.085,1113541.1,1113323.643,1113348.347,1113295.972,1150318.187,1150305.59,1150324.559,1150360.56,1150447.591
38,4.583,4.433,4.676,4.668,4.335,4.898,4.518,4.638,4.318,4.565,40991.434,40869.643,40990.72,40770.55,40812.221,78833.72,78953.947,78791.372,79022.658,81735.473,117011.211,117045.31,117219.991,117341.351,119748.301,117039.645,118525.121,120832.526,117201.11,117088.978,156045.983,155080.836,155168.977,155110.725,155174.633,193172.465,192893.746,193176.194,193319.705,193277.42,231464.396,231402.406,231364.245,230954.029,232234.224,271399.772,269509.623,269243.793,269116.266,271452.282,308335.856,307056.834,307371.979,307237.31,309429.833,307403.922,306739.575,306853.609,307410.979,307404.825,345411.033,345343.512,345378.837,345426.301,345080.449,383497.816,383391.538,383224.669,383391.004,383259.194,421430.928,421427.174,421296.042,421556.947,421567.165,458992.966,459682.84,459470.082,459302.741,459174.7,497308.954,497488.394,497271.32,497258.082,497565.929,535214.315,535442.949,535496.513,535449.524,535543.321,535514.437,535597.681,535420.467,535730.245,535458.539,573622.368,573636.19,573519.479,573501.338,573530.34,573631.657,573559.986,573487.343,573419.973,573530.685,611885.063,611542.161,611673.595,611660.763,611600.626,611492.81,611619.265,611442.92,611329.593,611474.228,649442.842,649536.939,649450.895,649172.211,649630.458,687497.938,687702.5,687571.079,687631.441,687615.422,725529.705,725434.716,725447.758,725503.681,725595.914,763577.127,763482.408,763641.037,763516.51,762864.396,801527.948,801518.045,801455.673,801455.546,801435.639,839539.191,838924.882,839477.049,839539.584,839547.763,877684.38,877622.089,877660.47,877764.859,877698.821,915492.221,915313.613,915304.938,915436.88,915454.523,953367.685,953335.362,953406.116,953519.493,953419.557,991369.381,991466.212,991424.946,991486.514,991516.503,991449.516,991503.242,991394.711,991013.057,991315.616,1029383.473,1029440.218,1029448.498,1029415.258,1029456.133,1067577.383,1067285.601,1067410.078,1067412.604,1067518.008,1067543.018,1067541.569,1067499.494,1067760.688,1067471.911,1105529.536,1105534.018,1105549.074,1105575.111,1105509.602,1143151.565,1143471.07,1143534.126,1143350.064,1143530.062,1181521.132,1181654.733,1181565.104,1181524.129,1181539.954
39,4.563,4.312,4.663,4.601,14.07,4.563,4.333,4.383,4.61,4.491,41924.307,42046.77,41947.465,41933.443,41663.7,82400.24,81202.842,81049.24,80928.215,83162.794,120349.097,120138.416,120264.784,120293.922,129070.704,120048.816,122983.116,122036.996,121503.211,122479.738,159224.363,160340.265,159430.845,158946.852,159111.58,198420.907,198082.795,199128.463,198314.034,198308.319,237295.874,238103.502,237168.051,237374.286,237615.453,278131.534,276458.84,276739.451,276127.008,276336.53,315197.508,315042.47,315443.446,315953.204,315533.857,315606.575,315508.952,316011.653,315811.085,315471.637,354521.198,354250.047,354599.081,354326.455,354467.216,393576.896,393440.05,393514.261,392874.575,393267.747,432535.178,432550.321,432685.278,432688.493,432955.577,471636.224,471278.485,471432.15,471278.272,471455.725,510279.412,510261.23,510652.593,510610.486,510630.59,549553.609,549945.051,549601.933,549671.421,549444.279,549555.992,549490.473,549572.829,549650.009,549732.73,588781.717,588510.093,588527.55,588769.602,588575.489,588438.295,588697.395,588695.706,588680.153,588647.583,627620.119,627512.775,627589.276,627415.418,627569.234,627700.266,627605.756,627640.922,627683.928,627655.032,666606.92,666561.445,666594.895,666710.444,666504.26,705775.765,705640.051,705773.822,705696.025,705936.856,744641.827,744639.689,744593.315,744573.877,744652.843,783647.421,783696.066,783474.951,783630.776,783728.667,822608.116,822600.122,822651.192,822613.82,822602.472,861559.583,861540.676,861644.879,861597.528,861512.944,900811.875,900729.98,900721.581,900719.245,900596.281,939524.898,939486.873,939305.376,939489.82,939420.409,978441.583,978639.921,978562.758,978622.05,978602.442,1017442.381,1017557.004,1017624.607,1017575.959,1017662.063,1017586.813,1017569.372,1017481.807,1017495.556,1017624.492,1056576.704,1056650.02,1056509.077,1056452.364,1056520.702,1095367.998,1095697.582,1095487.304,1095538.673,1095526.877,1095681.324,1095605.612,1095636.696,1095660.908,1095603.973,1134590.995,1134658.175,1134637.893,1134616.98,1134717.039,1173670.884,1173524.687,1173723.548,1173675.639,1173707.288,1212513.346,1212637.787,1212467.075,1212639.563,1212616.112
40,4.475,4.526,4.453,4.348,4.478,4.192,4.726,4.515,4.335,4.431,42833.522,43037.338,48690.92,43195.346,43256.434,82888.047,86420.124,83128.317,83023.959,83028.707,123209.837,127075.966,123604.158,128292.37,123314.803,123585.393,123607.389,123005.824,123446.795,124848.866,163453.999,163136.953,163476.012,165601.589,163468.031,202720.067,203284.754,203336.464,203495.013,203273.338,243777.469,243359.526,243441.153,243682.711,243679.551,284931.592,283361.189,283662.734,283619.845,283880.707,323549.193,324983.639,323533.085,323453.742,323451.771,323864.682,323788.468,323392.48,323534.386,323690.359,363598.731,363722.212,363697.497,363725.419,363457.192,403665.149,403748.266,403668.792,403662.891,403857.02,443621.385,443667.056,443715.838,444655.301,443786.679,483847.373,483437.53,483508.1,483933.071,483488.438,523674.98,523727.203,523775.866,523740.955,523661.072,563587.565,563685.944,563676.784,563589.504,563729.741,563708.13,564797.673,563566.736,563683.972,563755.478,603701.407,603423.052,603565.471,603466.329,604357.041,603518.65,603717.898,604234.424,603525.579,603695.443,643619.953,643784.267,643638.028,643624.817,643695.791,643897.327,643765.085,644099.285,643763.778,643755.037,683770.182,683819.403,683749.599,683732.946,683827.702,723853.811,723516.011,723875.589,723878.491,723818.092,763740.482,763762.124,763805.282,763679.836,763668.561,803819.083,803682.429,803662.318,803727.075,803822.782,843715.127,843391.679,843660.957,843713.636,843819.543,883657.544,883725.566,883713.475,883774.466,883718.845,923851.44,923180.596,923438.735,923439.341,923496.163,963682.635,963654.833,963535.289,963519.874,963450.315,1003379.584,1003515.877,1003591.814,1003557.523,1003794.83,1043866.979,1043826.403,1043535.716,1043641.621,1043654.892,1043832.985,1043733.25,1043874.589,1043732.15,1043721.872,1083805.995,1083696.66,1083766.123,1083664.604,1083650.656,1123708.692,1123800.652,1123663.783,1123764.278,1123716.405,1123752.328,1123650.505,1123695.043,1123637.63,1123668.885,1163671.227,1163765.159,1163681.125,1163688.264,1163595.6,1203688.92,1203570.056,1203628.445,1203693.117,1203706.29,1243662.769,1243779.992,1243724.627,1243815.637,1243786.577
41,4.378,7.362,4.57,4.498,4.447,4.573,4.731,4.858,4.601,7.321,44277.743,44928.95,44268.031,44195.109,44252.201,85118.517,85077.322,95860.719,85311.34,85310.102,126297.786,126664.959,126644.918,126426.34,126518.055,126629.041,126562.209,126593.89,126342.907,127514.386,167246.436,167328.964,167376.148,167174.761,167558.78,208689.181,208636.61,208557.115,208749.681,208337.145,249870.875,249536.352,249635.875,249741.977,249827.284,290832.05,290323.921,290352.927,290401.502,290531.485,332085.878,334490.522,331723.678,331637.407,331942.601,331583.096,331749.017,331498.205,331678.819,331757.957,372370.936,372847.378,372330.369,372646.199,372873.536,413340.113,413886.779,413768.908,413908.552,413527.562,454184.884,454580.516,454646.981,454781.94,454749.536,495499.899,495646.748,495617.745,495743.867,495630.087,541154.831,536814.342,536702.954,536721.041,536761.587,577814.805,577626.199,577475.731,577737.688,577812.804,577838.868,577938.172,577935.215,577704.35,577519.991,618800.017,618754.031,618876.121,619600.198,618760.36,618720.832,618792.831,618797.449,618802.69,618769.459,659823.46,659790.034,659720.849,659784.381,659775.832,659774.009,659823.257,659558.844,659912.003,659860.13,700754.521,700735.712,700636.322,700760.279,700858.849,741867.596,741871.402,741928.069,741967.261,741802.09,782773.4,783383.765,782820.566,782838.4,782815.22,823887.982,823788.983,823792.637,823761.309,823795.218,864836.97,864817.756,864818.829,864792.232,864549.592,906056.426,905903.871,905944.954,905926.221,905998.972,946628.186,946615.773,946591.865,946567.256,946755.19,987959.649,987676.673,987717.31,987739.002,987526.591,1028800.295,1028697.836,1028698.157,1028841.305,1029046.276,1069719.508,1069935.294,1069780.19,1069732.451,1069846.774,1069524.445,1069676.639,1069940.801,1069898.517,1069885.524,1110729.502,1110829.868,1110737.279,1110691.653,1110768.956,1151820.805,1151819.954,1151894.696,1151870.337,1151773.256,1151721.188,1151743.166,1151610.104,1151825.265,1151883.698,1192854.557,1192807.393,1192790.949,1192836.583,1192769.875,1233825.69,1233804.472,1233789.334,1233842.92,1233853.074,1274844.664,1274733.842,1274813.151,1274790.714,1274877.129
42,4.317,4.665,4.796,4.51,4.365,4.433,4.649,4.598,4.578,7.956,45344.808,45080.71,44984.826,45001.328,47899.668,88900.025,87261.226,87232.147,96726.511,87267.744,129679.086,129702.238,129393.644,129166.389,129249.805,129491.365,133821.137,129478.561,136187.724,129653.369,171770.131,171639.544,171962.871,171309.916,172112.74,213458.999,213984.418,215636.446,214282.907,214359.536,257589.711,256198.476,255825.036,255386.736,255836.976,298399.428,297408.318,297317.222,299178.58,297355.227,339454.226,339558.031,339744.974,339770.249,339924.572,339933.483,339893.443,339789.27,339942.489,339698.698,381761.558,381536.362,381887.484,381864.35,381834.272,423793.701,423993.545,423750.481,423981.445,424066.731,465877.068,465708.679,465594.806,465548.446,465628.328,507438.398,507788.076,507777.547,508111.218,507673.687,549705.093,549933.311,550092.349,550100.946,550011.484,591904.098,591848.091,591799.101,591875.409,591965.717,591919.817,591878.894,591879.636,591548.854,591510.088,633858.361,634440.749,633984.222,633836.348,633505.279,636137.774,633878.528,633561.353,633906.09,634052.8,675852.553,677527.787,675867.299,675846.88,675931.074,675936.266,675879.399,675941.122,675863.813,675827.832,717884.561,717865.236,717778.325,717887.552,717915.103,759439.144,759945.625,760039.558,759878.494,759936.828,801916.954,801962.053,801975.098,801841.592,801874.699,843956.59,843836.577,843932.511,843905.279,844005.209,885561.639,885939.878,885920.145,885974.794,885998.318,927922.988,927457.663,927353.886,927361.131,927588.859,972394.747,969822.954,969754.568,969800.748,969877.132,1011706.665,1011916.256,1011661.858,1011740.267,1011787.166,1053919.174,1053855.716,1053775.73,1054065.289,1053955.932,1095973.01,1095711.504,1095824.525,1095916.322,1095895.058,1095874.756,1095909.343,1096082.631,1095907.083,1095924.942,1137650.207,1138008.111,1137714.024,1137956.549,1137968.036,1179881.806,1179802.468,1179856.144,1179625.151,1179927.158,1179914.817,1179810.301,1179968.526,1179945.846,1179890.526,1221988.988,1221450.915,1221713.626,1221808.794,1221824.803,1263825.472,1263934.358,1263867.376,1263874.741,1263647.228,1305936.617,1305960.538,1305961.658,1305957.005,1306038.594
43,4.771,4.661,4.883,4.651,4.71,4.406,4.35,4.47,4.681,4.408,46390.371,46075.255,45839.298,46017.371,46336.183,89551.79,89359.919,92613.576,89585.975,90593.226,132460.812,133829.266,132652.545,135181.68,132355.291,135632.182,132346.011,133493.169,132482.166,132847.41,177694.719,175637.254,182216.986,177685.548,175900.171,219643.83,219325.969,218607.638,218782.554,218595.562,261814.952,266107.671,265762.229,261900.653,262139.804,304774.882,305403.669,307349.688,305473.536,304577.571,349146.352,348424.379,347723.708,347830.899,347874.153,347896.495,347441.825,347922.497,347874.198,347970.947,390496.483,390874.834,390765.589,390964.431,390966.315,433705.69,433470.213,433919.017,434050.422,434154.844,476902.877,476695.21,476611.003,476676.85,476643.773,519773.33,519338.272,519895.985,519792.522,519766.196,563013.679,562945.612,562728.603,562934.266,562823.512,605957.255,605975.598,605903.126,605516.099,605935.645,605438.261,606097.116,605683.395,605805.738,605973.675,648784.967,648993.416,648973.712,648926.171,648839.748,649014.304,648949.559,648879.833,649055.286,648992.166,692047.254,691980.37,691811.921,691963.072,691958.474,691976.376,691971.406,691954.372,691984.772,691985.434,735009.955,735185.954,735090.902,734974.493,735029.477,777990.785,777933.395,778111.148,778223.084,778034.428,820853.425,821075.878,821031.425,820566.754,821068.321,864141.04,864039.872,863896.646,864013.859,864128.258,907102.518,907176.88,907135.221,907098.785,907029.084,949440.578,949810.839,949676.177,949703.809,949937.897,992968.87,992946.005,992776.849,992849.662,992892.105,1035970.594,1035968.867,1035878.841,1035932.949,1035965.925,1079096.684,1079054.123,1079005.127,1078873.741,1078851.027,1122097.856,1121940.69,1121997.041,1122049.993,1122005.124,1122036.484,1122050.582,1121918.424,1121930.424,1121922.045,1165097.276,1165140.478,1164971.764,1165149.841,1164994.554,1208128.182,1208077.074,1208120.745,1207742.854,1207906.928,1208048.531,1208008.696,1207935.861,1208135.707,1208053.585,1250984.431,1251091.903,1250983.582,1250809.848,1251008.578,1294047.244,1294061.602,1294106.143,1293601.695,1294086.294,1336956.042,1337013.925,1337076.864,1337030.943,1337033.15
44,4.415,4.29,4.601,4.663,4.626,4.646,4.894,4.976,4.42,4.882,61470.127,47421.626,47146.548,47327.804,47474.087,91286.478,91385.429,91496.806,91637.521,96143.227,136991.601,135644.369,135577.707,135619.93,135786.437,135549.477,141404.908,135871.31,135769.056,135396.116,179953.652,179832.52,179981.719,179959.796,180385.447,224605.75,223580.923,223582.674,224412.356,223675.208,267958.793,268974.363,268082.135,267686.709,268031.574,311989.728,312430.682,311612.096,311602.366,311522.96,355889.837,355511.794,355872.702,355780.108,356286.45,355909.454,355866.661,356062.323,356859.474,356046.419,399992.558,400053.244,400050.745,400191.122,400130.913,444028.117,444105.759,444067.443,444267.31,444211.856,488071.168,487771.516,488142.415,487810.125,487876.626,531690.503,531656.946,532087.27,531967.352,531763.025,576000.203,576111.041,575964.756,576106.195,575676.635,620177.366,620019.892,620061.609,620174.419,620069.603,619995.007,619526.501,619983.641,620228.289,620011.431,664049.079,664087.558,664059.373,663998.813,664127.726,664111.989,664051.309,664125.115,664077.507,663991.906,708183.472,708177.302,708136.268,709583.252,708195.651,708104.259,707773.125,708103.519,708123.971,708022.883,752665.338,752009.744,752205.268,752111.737,752127.83,796051.485,796092.334,796224.948,796146.67,796115.535,840016.135,840018.262,840083.453,840479.595,840223.238,884010.937,884110.188,884176.421,884144.268,884194.366,927710.713,927681.367,927805.595,927827.287,927795.096,973154.164,971897.897,971770.673,971967.478,972016.331,1015900.535,1016060.626,1015891.323,1016117.228,1016050.042,1060001.99,1060210.166,1060162.271,1060093.653,1059986.996,1103672.248,1104051.582,1103557.787,1104010.502,1103707.405,1148132.536,1148152.817,1148014.172,1148232.789,1148030.56,1147980.968,1148068.363,1147943.233,1147681.379,1148202.668,1192017.547,1192086.233,1192160.191,1191956.494,1192534.571,1235983.031,1236025.828,1236039.702,1235961.777,1236005.466,1236316.078,1236160.799,1236226.008,1236149.353,1236101.184,1280137.252,1280392.998,1280234.864,1280018.54,1280064.323,1324055.382,1324151.015,1324212.803,1324077.723,1324124.394,1368175.934,1368068.286,1368119.642,1368000.848,1367994.956
45,4.803,4.467,4.493,7.527,4.719,4.798,4.821,4.633,4.513,4.806,48647.014,48248.553,48729.83,48266.745,48476.916,102710.198,98005.446,93513.845,94746.813,93476.158,139058.806,138742.076,139062.164,138516.506,138421.877,140747.389,138614.274,140696.364,140441.565,139424.162,187998.944,184301.809,183865.762,183863.304,184138.357,229124.378,228916.36,230616.254,228989.469,228990.288,273597.839,273994.433,273855.571,274141.029,274177.239,319257.677,318629.483,318693.128,319000.836,318910.007,363968.714,363649.464,363949.308,363996.109,364082.955,364133.088,364068.88,364221.956,366538.731,364115.154,409161.025,409421.241,408375.683,409292.383,409175.513,454121.716,453954.489,454159.006,454304.245,454218.589,498836.817,498810.009,499276.555,499080.484,498940.574,543968.154,543925.806,544063.856,543696.792,544065.353,589159.305,589246.354,589057.442,589080.53,589126.712,634201.499,634108.815,633965.487,634246.371,634164.233,634113.867,633832.349,634066.572,634124.679,634159.424,679072.41,679108.118,679195.324,679324.673,679167.996,679163.277,679095.576,679094.998,679261.59,679209.203,724118.485,724091.441,724151.242,724545.344,724184.757,724029.563,724161.618,724174.109,724158.027,723506.988,769207.185,769102.791,769183.778,769243.572,769155.699,814158.615,814176.787,814278.899,813336.786,814197.439,859224.132,858826.849,859200.47,859212.658,859278.087,905652.554,904216.717,903584.324,904399.85,904271.143,948917.014,948844.83,949109.939,949240.857,948914.114,993997.348,994049.953,994108.817,994190.157,996245.143,1039110.907,1039133.728,1039058.625,1039070.822,1038880.851,1083866.998,1084167.224,1084097.308,1084104.254,1084193.172,1129198.782,1129213.473,1129166.775,1129121.466,1129177.59,1174142.934,1174052.884,1174225.28,1174263.828,1173947.46,1174138.634,1176388.562,1174006.163,1174174.91,1174000.868,1219095.321,1219272.979,1219307.406,1219038.131,1219356.256,1264347.736,1264264.656,1264212.712,1264171.135,1264393.213,1264306.606,1264168.18,1264147.215,1264096.323,1264112.204,1309175.056,1309264.428,1309183.433,1309267.407,1309137.605,1354212.376,1354247.611,1354213.012,1354214.504,1354083.992,1399113.437,1399257.587,1399256.723,1399234.111,1399226.177
46,4.651,4.726,4.663,4.746,5.465,4.563,4.673,4.546,4.961,4.367,49361.557,50385.688,49672.65,50209.002,49481.511,95684.499,96381.68,95456.749,95746.721,95486.44,145162.731,141542.012,141720.44,141677.553,141950.841,141962.288,146143.917,141787.476,141760.033,143403.658,188055.788,188529.261,187961.39,188684.315,188972.996,234238.818,234151.531,233921.552,233894.974,235244.255,280178.598,280135.34,279978.468,280023.987,280120.578,326292.285,325750.691,325913.577,326273.313,328106.623,372552.054,371840.39,372155.883,372138.771,372172.049,372249.054,372204.485,372130.921,372185.945,372122.128,418156.625,418170.601,418193.349,418216.996,418368.96,464396.194,464143.474,464259.599,464288.787,464158.784,510041.074,509884.243,510103.563,509973.269,510258.262,556183.474,556118.398,556085.56,556043.173,556570.054,602277.601,602265.202,602294.522,602257.402,602422.816,648162.466,648242.882,647769.197,648316.708,648345.358,648366.305,648625.546,648291.066,648253.119,648323.147,694263.013,694418.138,694258.753,694099.287,694251.068,694282.841,694224.34,693869.213,694237.729,694290.162,740264.788,740244.555,740227.768,740376.474,740277.002,740187.626,740228.846,740297.241,740416.373,740309.402,786233.441,786185.838,786697.239,786373.541,786420.016,832190.816,832284.417,832309.783,832351.304,831995.251,878217.116,878340.044,878365.493,878356.786,878467.409,924424.273,923931.676,924039.64,924167.32,923895.514,970120.47,970090.485,970170.003,970295.605,970192.119,1016119.435,1015952.079,1016051.651,1016241.533,1016362.083,1062376.21,1062072.546,1062191.157,1062190.972,1062246.18,1108079.868,1108357.32,1108230.455,1108085.736,1108113.437,1154291.854,1154236.907,1154411.733,1154324.624,1154390.326,1200231.283,1200269.198,1200298.738,1200432.353,1200374.504,1200329.4,1200146.71,1200485.746,1200286.515,1200357.765,1246331.23,1246306.223,1246437.416,1246275.572,1246257.217,1292267.87,1292222.801,1292644.649,1292267.267,1292304.635,1292265.249,1292325.386,1292284.965,1292342.992,1292323.873,1338346.938,1338219.498,1338321.869,1338228.988,1338181.972,1384324.55,1384243.137,1384277.311,1384290.967,1384289.491,1429942.178,1430348.95,1430329.533,1430289.786,1430492.199
47,8.469,7.676,4.801,4.751,8.347,4.596,4.23,4.55,4.633,4.872,50556.638,50631.749,52036.142,51360.933,53627.171,97957.911,103079.94,97646.291,97469.593,99672.792,144775.011,145201.432,144734.907,144709.316,144760.084,145105.22,147577.637,144724.526,145224.596,144921.624,192111.652,193483.526,191979.84,191843.347,191922.345,239390.26,239521.538,244541.358,239413.774,239177.127,286029.786,286199.065,286240.659,286391.59,286325.903,332805.031,333147.232,333382.964,333130.758,333265.442,380688.867,379966.648,380316.156,380226.19,380206.443,380422.452,380259.681,380147.351,380413.849,380289.565,427149.114,427408.113,427417.823,427229.62,427537.725,474360.567,474344.004,474332.568,474280.023,474272.8,520815.632,521286.745,521238.083,521563.565,521269.127,568356.223,568273.795,568398.758,569068.814,568731.361,615350.05,615461.437,615387.832,615265.592,615342.62,662227.958,662287.402,662788.033,662356.822,664427.962,662493.318,662533.212,662383.76,662353.59,662306.963,709428.589,709441.74,709431.714,709353.376,709358.408,709362.638,709347.52,709323.64,709428.051,709390.394,756516.43,756157.496,756487.087,756532.179,756410.209,756210.463,756574.158,756234.964,756343.377,756435.48,803385.171,803317.456,803501.496,803372.118,803452.431,850381.356,850319.548,850370.874,850387.019,850452.024,897484.205,897509.912,897458.25,897526.417,897497.428,944051.765,944360.947,944231.302,944327.736,944177.508,991224.989,991304.128,991217.688,992432.351,991291.368,1038190.91,1038288.14,1038311.632,1038245.451,1039565.506,1085314.249,1090655.5,1085279.14,1085298.66,1085358.201,1132371.851,1132437.936,1132301.005,1132277.747,1132450.972,1179295.514,1179511.939,1179302.558,1179278.548,1179314.406,1226458.144,1226819.283,1226470.991,1226427.23,1226198.867,1226140.854,1226330.893,1226289.515,1226263.319,1226407.036,1273348.469,1273429.435,1273536.702,1273447.564,1273421.137,1320385.67,1320363.423,1320441.882,1320347.772,1320477.99,1320373.872,1320344.948,1320331.698,1320430.105,1320449.871,1367323.886,1367194.184,1367425.416,1367415.087,1367138.954,1414457.074,1414369.157,1414413.793,1414343.994,1414431.91,1461408.866,1461385.196,1461378.433,1461367.527,1465291.196
48,4.598,4.37,4.31,4.726,4.463,4.45,4.387,4.573,4.483,4.766,57337.118,51433.548,51726.056,51348.494,51619.578,101247.097,113550.409,103203.381,99805.163,99744.12,148079.681,148191.011,148086.141,149668.724,153725.962,147606.331,148239.14,148324.119,147940.429,148168.96,196183.979,195691.406,196188.426,196036.27,198045.431,247263.983,244221.567,244028.266,244361.258,244364.448,292267.984,292192.049,292000.323,292462.614,292310.732,339899.219,342789.009,340204.481,340296.539,340302.711,388248.494,391124.378,388281.298,390435.419,390858.539,388327.266,388239.443,388282.485,387820.048,388354.54,436375.299,436418.392,436461.435,436370.942,437204.712,484346.88,483930.248,484150.431,483920.124,484048.591,532275.006,532395.203,532413.911,532274.384,532187.391,580198.872,580311.426,580318.107,579857.759,580389.376,628579.152,628366.33,628390.671,628526.74,628306.91,676265.24,676368.669,676500.487,676424.815,676412.654,676414.164,676493.546,676469.646,676529.949,676503.817,724387.5,724415.066,724466.432,724538.682,724492.707,724476.871,724394.538,724422.811,724536.634,724345.328,772830.498,772468.15,772640.17,772630.405,772545.263,772410.083,772420.61,772381.54,772492.496,772443.19,820597.684,820386.002,820734.151,820534.994,820449.539,868221.649,868424.322,868476.228,868587.216,868370.167,916477.95,915995.112,921167.395,915926.727,915932.746,964313.953,964429.009,964417.69,964494.337,964278.225,1012528.177,1012342.944,1012465.424,1012259.762,1012341.596,1060490.792,1060297.177,1060390.58,1060430.726,1060282.692,1108494.147,1108504.814,1109176.208,1108578.301,1108126.636,1156548.052,1156444.319,1156442.349,1156532.018,1156522.356,1204355.362,1204273.224,1204495.062,1204456.2,1204481.375,1252314.336,1252458.637,1252557.636,1252473.321,1252544.761,1252722.762,1252501.336,1252500.945,1252571.217,1252573.176,1300442.69,1300501.864,1300478.415,1300505.485,1300508.309,1348519.962,1348528.426,1348589.826,1348544.937,1348546.661,1348504.616,1348608.499,1348531,1348450.138,1348505.233,1396546.146,1396480.182,1396497.715,1396570.117,1396506.004,1444404.94,1444560.163,1444499.851,1444505.272,1444443.537,1492510.62,1492404.906,1492558.13,1492584.125,1492503.609
