id,label,weight,overview.main_BasicBlock_55_353,overview.main_BasicBlock_38_112,overview.main_BasicBlock_45_206,overview.modExp_BasicBlock_9_28,overview.main_BasicBlock_37_98,overview.main_BasicBlock_41_150,overview.modExp_BasicBlock_23_148,overview.main_BasicBlock_34_63,overview.main_BasicBlock_65_437,overview.modExp_BasicBlock_6_0,overview.main_BasicBlock_30_278,overview.modExp_BasicBlock_12_60,overview.main_BasicBlock_32_46,overview.main_BasicBlock_28_0,overview.main_BasicBlock_40_132,overview.main_BasicBlock_46_225,overview.modExp_BasicBlock_18_110,overview.main_BasicBlock_46_245,overview.main_BasicBlock_57_371,overview.modExp_BasicBlock_11_46,overview.main_BasicBlock_53_333,overview.main_BasicBlock_47_262,overview.modExp_BasicBlock_7_13,overview.main_BasicBlock_30_21,overview.main_BasicBlock_36_79,overview.main_BasicBlock_51_308,overview.main_BasicBlock_51_295,overview.modExp_BasicBlock_16_95,overview.modExp_BasicBlock_21_130,overview.main_BasicBlock_44_169,overview.modExp_BasicBlock_14_76,overview.main_BasicBlock_44_189
1.0y+2350.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2360.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2370.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2380.0,7,100,0.4,0,0,8,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,9,0,0,0,0,7.0y+0.0,8,0,3.1y+47.6,0
1.0y+2390.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2400.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2410.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2420.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2430.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2440.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2450.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2460.0,7,100,0.4,0,0,8,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,9,0,0,0,0,7.0y+0.0,8,0,3.1y+47.6,0
1.0y+2470.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2480.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2490.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2500.0,7,100,0.4,0,0,8,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,9,0,0,0,0,7.0y+0.0,8,0,3.1y+47.6,0
1.0y+2510.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2520.0,7,100,0.4,0,0,8,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,9,0,0,0,0,7.0y+0.0,8,0,3.1y+47.6,0
1.0y+2530.0,7,100,0.4,0,0,8,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,9,0,0,0,0,7.0y+0.0,8,0,3.1y+47.6,0
1.0y+2540.0,8,100,0.4,0,0,8,0,0,1,0,0.4,1,0,3.5y+62.4,0,0,0,0,3.5y+54.4,0,1,8,0.4,0,9,0,0,0,0,8.0y+0.0,8,0,3.5y+54.4,0
1.0y+2550.0,1,100,0.4,0,0,9,0,0,1,0,0.4,1,0,0.4y+7.8,0,0,0,0,0.4y+6.8,0,1,1,0.4,0,10,0,0,0,0,1.0y+0.0,9,0,0.4y+6.8,0
1.0y+2560.0,2,100,0.4,0,0,9,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,10,0,0,0,0,2.0y+0.0,9,0,0.9y+13.6,0
1.0y+2570.0,2,100,0.4,0,0,9,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,10,0,0,0,0,2.0y+0.0,9,0,0.9y+13.6,0
1.0y+2580.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2590.0,2,100,0.4,0,0,9,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,10,0,0,0,0,2.0y+0.0,9,0,0.9y+13.6,0
1.0y+2600.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2610.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2620.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2630.0,2,100,0.4,0,0,9,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,10,0,0,0,0,2.0y+0.0,9,0,0.9y+13.6,0
1.0y+2640.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2650.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2660.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2670.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2680.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2690.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2700.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+2710.0,2,100,0.4,0,0,9,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,10,0,0,0,0,2.0y+0.0,9,0,0.9y+13.6,0
1.0y+2720.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2730.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2740.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2750.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2760.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2770.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2780.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+2790.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2800.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2810.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2820.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+2830.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2840.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+2850.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+2860.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+2870.0,2,100,0.4,0,0,9,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,10,0,0,0,0,2.0y+0.0,9,0,0.9y+13.6,0
1.0y+2880.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2890.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2900.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2910.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2920.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2930.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2940.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+2950.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+2960.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2970.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+2980.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+2990.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3000.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3010.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3020.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3030.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+3040.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3050.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3060.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3070.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3080.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3090.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3100.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3110.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3120.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3130.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3140.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3150.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3160.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3170.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3180.0,7,100,0.4,0,0,9,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,10,0,0,0,0,7.0y+0.0,9,0,3.1y+47.6,0
1.0y+3190.0,2,100,0.4,0,0,9,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,10,0,0,0,0,2.0y+0.0,9,0,0.9y+13.6,0
1.0y+3200.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+3210.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+3220.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3230.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+3240.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3250.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3260.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3270.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+3280.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3290.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3300.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3310.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3320.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3330.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3340.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3350.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+3360.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3370.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3380.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3390.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3400.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3410.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3420.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3430.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3440.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3450.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3460.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3470.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
1.0y+3480.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3490.0,6,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,10,0,0,0,0,6.0y+0.0,9,0,2.6y+40.8,0
1.0y+3500.0,7,100,0.4,0,0,9,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,10,0,0,0,0,7.0y+0.0,9,0,3.1y+47.6,0
1.0y+3510.0,3,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,10,0,0,0,0,3.0y+0.0,9,0,1.3y+20.4,0
1.0y+3520.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3530.0,4,100,0.4,0,0,9,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,10,0,0,0,0,4.0y+0.0,9,0,1.7y+27.2,0
1.0y+3540.0,5,100,0.4,0,0,9,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,10,0,0,0,0,5.0y+0.0,9,0,2.2y+34.0,0
